MAC,FABRICANTE
10-C2-BA   ,"UTT Co., Ltd."
10C2BA     ,"UTT Co., Ltd."
F0-DA-7C   ,"RLH INDUSTRIES,INC."
F0DA7C     ,"RLH INDUSTRIES,INC."
40-98-4C   ,Casacom Solutions AG
40984C     ,Casacom Solutions AG
B8-97-5A   ,BIOSTAR Microtech Int'l Corp.
B8975A     ,BIOSTAR Microtech Int'l Corp.
48-33-DD   ,"ZENNIO AVANCE Y TECNOLOGIA, S.L."
4833DD     ,"ZENNIO AVANCE Y TECNOLOGIA, S.L."
D4-D7-48   ,"Cisco Systems, Inc"
D4D748     ,"Cisco Systems, Inc"
9C-CA-D9   ,Nokia Corporation
9CCAD9     ,Nokia Corporation
F8-31-3E   ,endeavour GmbH
F8313E     ,endeavour GmbH
10-FC-54   ,"Shany Electronic Co., Ltd. "
10FC54     ,"Shany Electronic Co., Ltd. "
D4-CA-6D   ,Routerboard.com
D4CA6D     ,Routerboard.com
D8-E7-43   ,"Wush, Inc"
D8E743     ,"Wush, Inc"
A0-F3-E4   ,Alcatel Lucent IPD
A0F3E4     ,Alcatel Lucent IPD
90-8F-CF   ,"UNO System Co., Ltd"
908FCF     ,"UNO System Co., Ltd"
90-3C-AE   ,"Yunnan KSEC Digital Technology Co.,Ltd."
903CAE     ,"Yunnan KSEC Digital Technology Co.,Ltd."
36769,"Cisco Systems, Inc"
831,"Cisco Systems, Inc"
F0-62-0D   ,"Shenzhen Egreat Tech Corp.,Ltd"
F0620D     ,"Shenzhen Egreat Tech Corp.,Ltd"
84-36-11   ,hyungseul publishing networks
843611,hyungseul publishing networks
DC-9F-DB   ,"Ubiquiti Networks, Inc."
DC9FDB     ,"Ubiquiti Networks, Inc."
B8-FD-32   ,Zhejiang ROICX Microelectronics
B8FD32     ,Zhejiang ROICX Microelectronics
D8-05-2E   ,Skyviia Corporation
D8052E     ,Skyviia Corporation
F8-35-53   ,Magenta Research Ltd.
F83553     ,Magenta Research Ltd.
DC-3C-2E   ,"Manufacturing System Insights, Inc."
DC3C2E     ,"Manufacturing System Insights, Inc."
40-BC-8B   ,itelio GmbH
40BC8B     ,itelio GmbH
88-C3-6E   ,Beijing Ereneben lnformation Technology Limited
88C36E     ,Beijing Ereneben lnformation Technology Limited
8C-DE-52   ,ISSC Technologies Corp.
8CDE52     ,ISSC Technologies Corp.
A8-77-6F   ,Zonoff
A8776F     ,Zonoff
FC-4D-D4   ,"Universal Global Scientific Industrial Co., Ltd."
FC4DD4     ,"Universal Global Scientific Industrial Co., Ltd."
90-2B-34   ,"GIGA-BYTE TECHNOLOGY CO.,LTD."
902B34     ,"GIGA-BYTE TECHNOLOGY CO.,LTD."
48-E1-AF   ,Vity
48E1AF     ,Vity
24-5F-DF   ,KYOCERA Corporation
245FDF     ,KYOCERA Corporation
C0-A0-DE   ,Multi Touch Oy
C0A0DE     ,Multi Touch Oy
94-3A-F0   ,Nokia Corporation
943AF0     ,Nokia Corporation
B8-26-D4   ,Furukawa Industrial S.A. Produtos Elétricos
B826D4     ,Furukawa Industrial S.A. Produtos Elétricos
14-E4-EC   ,mLogic LLC
14E4EC     ,mLogic LLC
FC-0A-81   ,Zebra Technologies Inc
FC0A81     ,Zebra Technologies Inc
AC-0D-FE   ,Ekon GmbH - myGEKKO
AC0DFE     ,Ekon GmbH - myGEKKO
00-5C-B1   ,"Gospell DIGITAL TECHNOLOGY CO., LTD"
005CB1     ,"Gospell DIGITAL TECHNOLOGY CO., LTD"
18-67-51   ,KOMEG Industrielle Messtechnik GmbH
186751,KOMEG Industrielle Messtechnik GmbH
B4-67-E9   ,"Qingdao GoerTek Technology Co., Ltd."
B467E9     ,"Qingdao GoerTek Technology Co., Ltd."
B4-9E-E6   ,SHENZHEN TECHNOLOGY CO LTD
B49EE6     ,SHENZHEN TECHNOLOGY CO LTD
70-41-B7   ,Edwards Lifesciences LLC
7041B7     ,Edwards Lifesciences LLC
A8-49-A5   ,"Lisantech Co., Ltd."
A849A5     ,"Lisantech Co., Ltd."
94-DB-49   ,SITCORP
94DB49     ,SITCORP
30-14-4A   ,Wistron Neweb Corp.
30144A     ,Wistron Neweb Corp.
8C-D1-7B   ,CG Mobile
8CD17B     ,CG Mobile
14-49-78   ,Digital Control Incorporated
144978,Digital Control Incorporated
FC-8F-C4   ,Intelligent Technology Inc.
FC8FC4     ,Intelligent Technology Inc.
F0-4A-2B   ,PYRAMID Computer GmbH
F04A2B     ,PYRAMID Computer GmbH
CC-90-93   ,Hansong Tehnologies
CC9093     ,Hansong Tehnologies
78-F7-D0   ,Silverbrook Research
78F7D0     ,Silverbrook Research
F0-4B-6A   ,"Scientific Production Association Siberian Arsenal, Ltd."
F04B6A     ,"Scientific Production Association Siberian Arsenal, Ltd."
30-DE-86   ,Cedac Software S.r.l.
30DE86     ,Cedac Software S.r.l.
F0-13-C3   ,"SHENZHEN FENDA TECHNOLOGY CO., LTD"
F013C3     ,"SHENZHEN FENDA TECHNOLOGY CO., LTD"
CC-E7-DF   ,"American Magnetics, Inc."
CCE7DF     ,"American Magnetics, Inc."
E4-4E-18   ,Gardasoft VisionLimited
E44E18     ,Gardasoft VisionLimited
D4-1C-1C   ,RCF S.P.A.
D41C1C     ,RCF S.P.A.
8C-94-CF   ,"Encell Technology, Inc."
8C94CF     ,"Encell Technology, Inc."
14-90-90   ,"KongTop industrial(shen zhen)CO.,LTD"
149090,"KongTop industrial(shen zhen)CO.,LTD"
F0-08-F1   ,"Samsung Electronics Co.,Ltd"
F008F1     ,"Samsung Electronics Co.,Ltd"
CC-F8-F0   ,"Xi'an HISU Multimedia Technology Co.,Ltd."
CCF8F0     ,"Xi'an HISU Multimedia Technology Co.,Ltd."
30-F9-ED   ,Sony Corporation
30F9ED     ,Sony Corporation
28-C7-18   ,Altierre
28C718     ,Altierre
20-46-A1   ,"VECOW Co., Ltd"
2046A1     ,"VECOW Co., Ltd"
8C-27-1D   ,QuantHouse
8C271D     ,QuantHouse
9C-8B-F1   ,The Warehouse Limited
9C8BF1     ,The Warehouse Limited
14-7D-C5   ,"Murata Manufacturing Co., Ltd."
147DC5     ,"Murata Manufacturing Co., Ltd."
94-46-96   ,BaudTec Corporation
944696,BaudTec Corporation
90-34-2B   ,"Gatekeeper Systems, Inc."
90342B     ,"Gatekeeper Systems, Inc."
D4-52-51   ,IBT Ingenieurbureau Broennimann Thun
D45251     ,IBT Ingenieurbureau Broennimann Thun
30-71-B2   ,"Hangzhou Prevail Optoelectronic Equipment Co.,LTD."
3071B2     ,"Hangzhou Prevail Optoelectronic Equipment Co.,LTD."
B8-2A-DC   ,EFR Europäische Funk-Rundsteuerung GmbH
B82ADC     ,EFR Europäische Funk-Rundsteuerung GmbH
B0-9B-D4   ,GNH Software India Private Limited
B09BD4     ,GNH Software India Private Limited
7C-F4-29   ,NUUO Inc. 
7CF429     ,NUUO Inc. 
B8-CD-A7   ,Maxeler Technologies Ltd.
B8CDA7     ,Maxeler Technologies Ltd.
F4-94-61   ,NexGen Storage
F49461     ,NexGen Storage
40-2C-F4   ,"Universal Global Scientific Industrial Co., Ltd."
402CF4     ,"Universal Global Scientific Industrial Co., Ltd."
80-47-31   ,"Packet Design, Inc."
804731,"Packet Design, Inc."
C4-CA-D9   ,"Hangzhou H3C Technologies Co., Limited"
C4CAD9     ,"Hangzhou H3C Technologies Co., Limited"
AC-CB-09   ,Hefcom Metering (Pty) Ltd
ACCB09     ,Hefcom Metering (Pty) Ltd
10-EE-D9   ,Canoga Perkins Corporation
10EED9     ,Canoga Perkins Corporation
24-0B-B1   ,KOSTAL Industrie Elektrik GmbH 
240BB1     ,KOSTAL Industrie Elektrik GmbH 
20-EE-C6   ,"Elefirst Science & Tech Co ., ltd"
20EEC6     ,"Elefirst Science & Tech Co ., ltd"
80-7A-7F   ,"ABB Genway Xiamen Electrical Equipment CO., LTD"
807A7F     ,"ABB Genway Xiamen Electrical Equipment CO., LTD"
14-37-3B   ,PROCOM Systems
14373B     ,PROCOM Systems
B8-19-99   ,Nesys
B81999     ,Nesys
4C-55-85   ,Hamilton Systems
4C5585     ,Hamilton Systems
8C-CF-5C   ,BEFEGA GmbH
8CCF5C     ,BEFEGA GmbH
A0-13-3B   ,"HiTi Digital, Inc."
A0133B     ,"HiTi Digital, Inc."
44-8E-12   ,"DT Research, Inc."
448000000000000,"DT Research, Inc."
9C-57-11   ,"Feitian Xunda(Beijing) Aeronautical Information Technology Co., Ltd."
9C5711     ,"Feitian Xunda(Beijing) Aeronautical Information Technology Co., Ltd."
18-AD-4D   ,Polostar Technology Corporation
18AD4D     ,Polostar Technology Corporation
4C-A7-4B   ,Alcatel Lucent
4CA74B     ,Alcatel Lucent
54-94-78   ,Silvershore Technology Partners
549478,Silvershore Technology Partners
F4-B1-64   ,Lightning Telecommunications Technology Co. Ltd
F4B164     ,Lightning Telecommunications Technology Co. Ltd
0C-FC-83   ,"Airoha Technology Corp.,"
0CFC83     ,"Airoha Technology Corp.,"
0C-51-F7   ,CHAUVIN ARNOUX
0C51F7     ,CHAUVIN ARNOUX
70-B0-35   ,"Shenzhen Zowee Technology Co., Ltd"
70B035     ,"Shenzhen Zowee Technology Co., Ltd"
70-81-05   ,"Cisco Systems, Inc"
708105,"Cisco Systems, Inc"
00-08-2F   ,"Cisco Systems, Inc"
00082F     ,"Cisco Systems, Inc"
54-20-18   ,Tely Labs
542018,Tely Labs
58-1F-EF   ,Tuttnaer LTD
581FEF     ,Tuttnaer LTD
F8-F2-5A   ,G-Lab GmbH
F8F25A     ,G-Lab GmbH
BC-77-9F   ,"SBM Co., Ltd."
BC779F     ,"SBM Co., Ltd."
C0-58-A7   ,"Pico Systems Co., Ltd."
C058A7     ,"Pico Systems Co., Ltd."
04-D7-83   ,"Y&H E&C Co.,LTD."
04D783     ,"Y&H E&C Co.,LTD."
00-E1-75   ,AK-Systems Ltd
0,AK-Systems Ltd
84-3F-4E   ,"Tri-Tech Manufacturing, Inc."
843F4E     ,"Tri-Tech Manufacturing, Inc."
C8-32-32   ,Hunting Innova
C83232     ,Hunting Innova
D0-59-C3   ,CeraMicro Technology Corporation
D059C3     ,CeraMicro Technology Corporation
EC-96-81   ,2276427 Ontario Inc
EC9681     ,2276427 Ontario Inc
B8-28-8B   ,Parker Hannifin Manufacturing (UK) Ltd
B8288B     ,Parker Hannifin Manufacturing (UK) Ltd
58-35-D9   ,"Cisco Systems, Inc"
5835D9     ,"Cisco Systems, Inc"
80-2E-14   ,azeti Networks AG
"8,02000000000000E+16",azeti Networks AG
E8-94-4C   ,Cogent Healthcare Systems Ltd
E8944C     ,Cogent Healthcare Systems Ltd
68-F8-95   ,Redflow Limited
68F895     ,Redflow Limited
A8-87-92   ,Broadband Antenna Tracking Systems
A88792     ,Broadband Antenna Tracking Systems
90-19-00   ,SCS SA
901900,SCS SA
AC-93-2F   ,Nokia Corporation
AC932F     ,Nokia Corporation
14-35-B3   ,"Future Designs, Inc."
1435B3     ,"Future Designs, Inc."
FC-F1-CD   ,"OPTEX-FA CO.,LTD."
FCF1CD     ,"OPTEX-FA CO.,LTD."
B0-38-29   ,"Siliconware Precision Industries Co., Ltd."
B03829     ,"Siliconware Precision Industries Co., Ltd."
C8-6C-87   ,ZyXEL Communications Corporation
C86C87     ,ZyXEL Communications Corporation
BC-0F-2B   ,"FORTUNE TECHGROUP CO.,LTD"
BC0F2B     ,"FORTUNE TECHGROUP CO.,LTD"
8C-F9-C9   ,"MESADA Technology Co.,Ltd."
8CF9C9     ,"MESADA Technology Co.,Ltd."
E4-2A-D3   ,Magneti Marelli S.p.A. Powertrain
E42AD3     ,Magneti Marelli S.p.A. Powertrain
FC-10-BD   ,Control Sistematizado S.A.
FC10BD     ,Control Sistematizado S.A.
44-37-19   ,2 Save Energy Ltd
443719,2 Save Energy Ltd
E8-3E-B6   ,RIM
E83EB6     ,RIM
94-FD-1D   ,WhereWhen Corp
94FD1D     ,WhereWhen Corp
0C-E8-2F   ,Bonfiglioli Vectron GmbH
0CE82F     ,Bonfiglioli Vectron GmbH
C0-62-6B   ,"Cisco Systems, Inc"
C0626B     ,"Cisco Systems, Inc"
74-D0-DC   ,ERICSSON AB
74D0DC     ,ERICSSON AB
B4-B8-8D   ,Thuh Company
B4B88D     ,Thuh Company
60-F5-9C   ,CRU-Dataport
60F59C     ,CRU-Dataport
C4-10-8A   ,Ruckus Wireless
C4108A     ,Ruckus Wireless
4C-73-A5   ,KOVE
4C73A5     ,KOVE
F8-69-71   ,"Seibu Electric Co.,"
F86971     ,"Seibu Electric Co.,"
44-AA-27   ,"udworks Co., Ltd."
44AA27     ,"udworks Co., Ltd."
6C-AD-3F   ,"Hubbell Building Automation, Inc."
6CAD3F     ,"Hubbell Building Automation, Inc."
84-27-CE   ,Corporation of the Presiding Bishop of The Church of Jesus Christ of Latter-day Saints
8427CE     ,Corporation of the Presiding Bishop of The Church of Jesus Christ of Latter-day Saints
D4-28-B2   ,"ioBridge, Inc."
D428B2     ,"ioBridge, Inc."
90-B8-D0   ,"Joyent, Inc."
90B8D0     ,"Joyent, Inc."
90-90-60   ,RSI VIDEO TECHNOLOGIES
909060,RSI VIDEO TECHNOLOGIES
38-59-F9   ,"Hon Hai Precision Ind. Co.,Ltd."
3859F9     ,"Hon Hai Precision Ind. Co.,Ltd."
28-14-71   ,"Lantis co., LTD."
281471,"Lantis co., LTD."
14-07-E0   ,Abrantix AG
1407,Abrantix AG
DC-CF-94   ,"Beijing Rongcheng Hutong Technology Co., Ltd."
DCCF94     ,"Beijing Rongcheng Hutong Technology Co., Ltd."
18-E2-88   ,STT Condigi
"1,80000000000000E+289",STT Condigi
68-87-6B   ,INQ Mobile Limited
68876B     ,INQ Mobile Limited
98-66-EA   ,"Industrial Control Communications, Inc."
9866EA     ,"Industrial Control Communications, Inc."
F4-A5-2A   ,Hawa Technologies Inc
F4A52A     ,Hawa Technologies Inc
90-CF-15   ,Nokia Corporation
90CF15     ,Nokia Corporation
B8-D4-9D   ,M Seven System Ltd.
B8D49D     ,M Seven System Ltd.
B0-A1-0A   ,Pivotal Systems Corporation
B0A10A     ,Pivotal Systems Corporation
48-F4-7D   ,TechVision Holding  Internation Limited
48F47D     ,TechVision Holding  Internation Limited
6C-39-1D   ,Beijing ZhongHuaHun Network Information center
6C391D     ,Beijing ZhongHuaHun Network Information center
64-D2-41   ,Keith & Koep GmbH
64D241     ,Keith & Koep GmbH
41253,Vivo International Corporation Pty Ltd
101212,Vivo International Corporation Pty Ltd
50-87-B8   ,Nuvyyo Inc
5087B8     ,Nuvyyo Inc
E4-12-89   ,topsystem Systemhaus GmbH
E41289     ,topsystem Systemhaus GmbH
A4-13-4E   ,Luxul 
A4134E     ,Luxul 
B0-99-28   ,FUJITSU LIMITED
B09928     ,FUJITSU LIMITED
8C-11-CB   ,ABUS Security-Center GmbH & Co. KG
8C11CB     ,ABUS Security-Center GmbH & Co. KG
80-64-59   ,Nimbus Inc.
806459,Nimbus Inc.
A4-5A-1C   ,smart-electronic GmbH
A45A1C     ,smart-electronic GmbH
8C-89-A5   ,"Micro-Star INT'L CO., LTD"
8C89A5     ,"Micro-Star INT'L CO., LTD"
3C-67-2C   ,Sciovid Inc.
3C672C     ,Sciovid Inc.
18-D0-71   ,"DASAN CO., LTD."
18D071     ,"DASAN CO., LTD."
38-D1-35   ,EasyIO Corporation Sdn. Bhd.
38D135     ,EasyIO Corporation Sdn. Bhd.
18-4E-94   ,MESSOA TECHNOLOGIES INC.
"1,84000000000000E+96",MESSOA TECHNOLOGIES INC.
A8-92-2C   ,LG Electronics
A8922C     ,LG Electronics
94-D9-3C   ,ENELPS
94D93C     ,ENELPS
DC-9B-1E   ,"Intercom, Inc."
DC9B1E     ,"Intercom, Inc."
5C-77-57   ,Haivision Network Video
5C7757     ,Haivision Network Video
38-16-D1   ,"Samsung Electronics Co.,Ltd"
3816D1     ,"Samsung Electronics Co.,Ltd"
E8-B4-AE   ,"Shenzhen C&D Electronics Co.,Ltd"
E8B4AE     ,"Shenzhen C&D Electronics Co.,Ltd"
C4-56-00   ,Galleon Embedded Computing
C45600     ,Galleon Embedded Computing
E4-2F-F6   ,Unicore communication Inc.
E42FF6     ,Unicore communication Inc.
B8-F4-D0   ,Herrmann Ultraschalltechnik GmbH & Co. Kg
B8F4D0     ,Herrmann Ultraschalltechnik GmbH & Co. Kg
B4-F3-23   ,PETATEL INC.
B4F323     ,PETATEL INC.
C8-1E-8E   ,ADV Security (S) Pte Ltd
C81E8E     ,ADV Security (S) Pte Ltd
AC-CA-BA   ,"Midokura Co., Ltd. "
ACCABA     ,"Midokura Co., Ltd. "
9C-41-7C   ,"Hame  Technology Co.,  Limited "
9C417C     ,"Hame  Technology Co.,  Limited "
10-76-8A   ,EoCell
10768A     ,EoCell
04-46-65   ,"Murata Manufacturing Co., Ltd."
44665,"Murata Manufacturing Co., Ltd."
D0-13-1E   ,Sunrex Technology Corp
D0131E     ,Sunrex Technology Corp
38-01-97   ,"TSST Global,Inc"
380197,"TSST Global,Inc"
B4-01-42   ,"GCI Science & Technology Co.,LTD"
B40142     ,"GCI Science & Technology Co.,LTD"
84-6E-B1   ,Park Assist LLC
846EB1     ,Park Assist LLC
6C-50-4D   ,"Cisco Systems, Inc"
6C504D     ,"Cisco Systems, Inc"
C0-C1-C0   ,"Cisco-Linksys, LLC"
C0C1C0     ,"Cisco-Linksys, LLC"
1C-BD-0E   ,Amplified Engineering Pty Ltd
1CBD0E     ,Amplified Engineering Pty Ltd
F0-A7-64   ,"GST Co., Ltd."
F0A764     ,"GST Co., Ltd."
A0-F2-17   ,"GE Medical System(China) Co., Ltd. "
A0F217     ,"GE Medical System(China) Co., Ltd. "
50-67-F0   ,ZyXEL Communications Corporation
5067F0     ,ZyXEL Communications Corporation
64-34-09   ,BITwave Pte Ltd
643409,BITwave Pte Ltd
20-D5-AB   ,"Korea Infocom Co.,Ltd."
20D5AB     ,"Korea Infocom Co.,Ltd."
F0-58-49   ,CareView Communications
F05849     ,CareView Communications
E0-69-95   ,PEGATRON CORPORATION
E06995     ,PEGATRON CORPORATION
BC-15-A6   ,"Taiwan Jantek Electronics,Ltd."
BC15A6     ,"Taiwan Jantek Electronics,Ltd."
24-1A-8C   ,Squarehead Technology AS
241A8C     ,Squarehead Technology AS
10-83-D2   ,"Microseven Systems, LLC"
1083D2     ,"Microseven Systems, LLC"
F0-5D-89   ,Dycon Limited
F05D89     ,Dycon Limited
AC-02-CF   ,RW Tecnologia Industria e Comercio Ltda
AC02CF     ,RW Tecnologia Industria e Comercio Ltda
A0-B6-62   ,"Acutvista Innovation Co., Ltd."
A0B662     ,"Acutvista Innovation Co., Ltd."
90-67-B5   ,Alcatel-Lucent
9067B5     ,Alcatel-Lucent
40-98-7B   ,Aisino Corporation
40987B     ,Aisino Corporation
6C-2E-33   ,"Accelink Technologies Co.,Ltd."
6C2E33     ,"Accelink Technologies Co.,Ltd."
4C-ED-DE   ,ASKEY COMPUTER CORP
4CEDDE     ,ASKEY COMPUTER CORP
E8-E0-8F   ,GRAVOTECH MARKING SAS
E8E08F     ,GRAVOTECH MARKING SAS
78-B6-C1   ,"AOBO Telecom Co.,Ltd"
78B6C1     ,"AOBO Telecom Co.,Ltd"
B8-BA-68   ,"Xi'an Jizhong Digital Communication Co.,Ltd"
B8BA68     ,"Xi'an Jizhong Digital Communication Co.,Ltd"
BC-38-D2   ,Pandachip Limited
BC38D2     ,Pandachip Limited
A0-0B-BA   ,SAMSUNG ELECTRO-MECHANICS
A00BBA     ,SAMSUNG ELECTRO-MECHANICS
14-EE-9D   ,AirNav Systems LLC
14EE9D     ,AirNav Systems LLC
48-17-4C   ,MicroPower technologies
48174C     ,MicroPower technologies
78-47-1D   ,"Samsung Electronics Co.,Ltd"
78471D     ,"Samsung Electronics Co.,Ltd"
F8-10-37   ,"Atopia Systems, LP"
F81037     ,"Atopia Systems, LP"
64-F9-87   ,Avvasi Inc.
64F987     ,Avvasi Inc.
3C-74-37   ,RIM
3C7437     ,RIM
04-20-9A   ,Panasonic AVC Networks Company
04209A     ,Panasonic AVC Networks Company
64-DC-01   ,Static Systems Group PLC
64DC01     ,Static Systems Group PLC
90-A4-DE   ,Wistron Neweb Corp.
90A4DE     ,Wistron Neweb Corp.
1C-F5-E7   ,"Turtle Industry Co., Ltd."
1CF5E7     ,"Turtle Industry Co., Ltd."
9C-4A-7B   ,Nokia Corporation
9C4A7B     ,Nokia Corporation
2C-80-65   ,HARTING Inc. of North America
2C8065     ,HARTING Inc. of North America
80-C6-AB   ,Technicolor USA Inc.
80C6AB     ,Technicolor USA Inc.
F8-F0-14   ,RackWare Inc.
F8F014     ,RackWare Inc.
88-9F-FA   ,"Hon Hai Precision Ind. Co.,Ltd."
889FFA     ,"Hon Hai Precision Ind. Co.,Ltd."
E4-1C-4B   ,"V2 TECHNOLOGY, INC."
E41C4B     ,"V2 TECHNOLOGY, INC."
F0-F0-02   ,"Hon Hai Precision Ind. Co.,Ltd."
F0F002     ,"Hon Hai Precision Ind. Co.,Ltd."
E0-14-3E   ,Modoosis Inc.
E0143E     ,Modoosis Inc.
5C-69-84   ,NUVICO
5C6984     ,NUVICO
20-4A-AA   ,Hanscan Spain S.A.
204AAA     ,Hanscan Spain S.A.
F0-25-72   ,"Cisco Systems, Inc"
F02572     ,"Cisco Systems, Inc"
80-91-C0   ,"AgileMesh, Inc."
8091C0     ,"AgileMesh, Inc."
0C-F0-B4   ,Globalsat International Technology Ltd
0CF0B4     ,Globalsat International Technology Ltd
BC-C6-1A   ,SPECTRA EMBEDDED SYSTEMS
BCC61A     ,SPECTRA EMBEDDED SYSTEMS
48-DF-1C   ,Wuhan NEC Fibre Optic Communications industry Co. Ltd
48DF1C     ,Wuhan NEC Fibre Optic Communications industry Co. Ltd
D0-D3-FC   ,"Mios, Ltd."
D0D3FC     ,"Mios, Ltd."
98-94-49   ,Skyworth Wireless Technology Ltd.
989449,Skyworth Wireless Technology Ltd.
C8-DF-7C   ,Nokia Corporation
C8DF7C     ,Nokia Corporation
F8-C6-78   ,Carefusion
F8C678     ,Carefusion
FC-35-98   ,Favite Inc.
FC3598     ,Favite Inc.
A0-AA-FD   ,EraThink Technologies Corp.
A0AAFD     ,EraThink Technologies Corp.
80-1F-02   ,Edimax Technology Co. Ltd.
801F02     ,Edimax Technology Co. Ltd.
E0-3E-7D   ,data-complex GmbH
E03E7D     ,data-complex GmbH
A4-E3-2E   ,Silicon & Software Systems Ltd.
A4E32E     ,Silicon & Software Systems Ltd.
1C-19-DE   ,eyevis GmbH
1C19DE     ,eyevis GmbH
DC-07-C1   ,"HangZhou QiYang Technology Co.,Ltd."
DC07C1     ,"HangZhou QiYang Technology Co.,Ltd."
D8-FE-8F   ,"IDFone Co., Ltd."
D8FE8F     ,"IDFone Co., Ltd."
00-06-F6   ,"Cisco Systems, Inc"
0006F6     ,"Cisco Systems, Inc"
AC-AB-8D   ,Lyngso Marine A/S
ACAB8D     ,Lyngso Marine A/S
18-14-56   ,Nokia Corporation
181456,Nokia Corporation
E8-99-5A   ,"PiiGAB, Processinformation i Goteborg AB"
E8995A     ,"PiiGAB, Processinformation i Goteborg AB"
18-F4-6A   ,"Hon Hai Precision Ind. Co.,Ltd."
18F46A     ,"Hon Hai Precision Ind. Co.,Ltd."
D4-E3-2C   ,S. Siedle & Sohne
D4E32C     ,S. Siedle & Sohne
68-DC-E8   ,PacketStorm Communications
68DCE8     ,PacketStorm Communications
78-22-3D   ,Affirmed Networks
78223D     ,Affirmed Networks
60-C9-80   ,Trymus
60C980     ,Trymus
94-CD-AC   ,Creowave Oy
94CDAC     ,Creowave Oy
F4-DC-DA   ,"Zhuhai Jiahe Communication Technology Co., limited"
F4DCDA     ,"Zhuhai Jiahe Communication Technology Co., limited"
10-0D-32   ,"Embedian, Inc."
100D32     ,"Embedian, Inc."
D8-29-86   ,Best Wish Technology LTD
D82986     ,Best Wish Technology LTD
C0-3B-8F   ,Minicom Digital Signage
C03B8F     ,Minicom Digital Signage
D4-88-90   ,"Samsung Electronics Co.,Ltd"
D48890     ,"Samsung Electronics Co.,Ltd"
A4-21-8A   ,Nortel Networks
A4218A     ,Nortel Networks
6C-04-60   ,RBH Access Technologies Inc.
6C0460     ,RBH Access Technologies Inc.
5C-86-4A   ,Secret Labs LLC
5C864A     ,Secret Labs LLC
B8-BA-72   ,Cynove
B8BA72     ,Cynove
C0-0D-7E   ,"Additech, Inc."
C00D7E     ,"Additech, Inc."
68-78-4C   ,Nortel Networks
68784C     ,Nortel Networks
6C-62-6D   ,"Micro-Star INT'L CO., LTD"
6C626D     ,"Micro-Star INT'L CO., LTD"
88-41-C1   ,ORBISAT DA AMAZONIA IND E AEROL SA
8841C1     ,ORBISAT DA AMAZONIA IND E AEROL SA
18-B2-09   ,"Torrey Pines Logic, Inc"
18B209     ,"Torrey Pines Logic, Inc"
30-18-CF   ,DEOS control systems GmbH
3018CF     ,DEOS control systems GmbH
4C-F7-37   ,"SamJi Electronics Co., Ltd"
4CF737     ,"SamJi Electronics Co., Ltd"
40-40-6B   ,Icomera
40406B     ,Icomera
18-80-CE   ,Barberry Solutions Ltd
1880CE     ,Barberry Solutions Ltd
CC-43-E3   ,Trump s.a.
CC43E3     ,Trump s.a.
6C-22-AB   ,Ainsworth Game Technology
6C22AB     ,Ainsworth Game Technology
3C-10-6F   ,ALBAHITH TECHNOLOGIES 
3C106F     ,ALBAHITH TECHNOLOGIES 
7C-E0-44   ,NEON Inc
7CE044     ,NEON Inc
64-D0-2D   ,Next Generation Integration (NGI)
64D02D     ,Next Generation Integration (NGI)
A0-40-41   ,"SAMWONFA Co.,Ltd."
A04041     ,"SAMWONFA Co.,Ltd."
78-8C-54   ,Eltek Technologies LTD
788C54     ,Eltek Technologies LTD
94-11-DA   ,ITF Fröschl GmbH
9411DA     ,ITF Fröschl GmbH
10-E8-EE   ,PhaseSpace
10E8EE     ,PhaseSpace
A4-7C-1F   ,Cobham plc
A47C1F     ,Cobham plc
8C-1F-94   ,RF Surgical System Inc. 
8C1F94     ,RF Surgical System Inc. 
74-A4-A7   ,"QRS Music Technologies, Inc."
74A4A7     ,"QRS Music Technologies, Inc."
80-39-E5   ,PATLITE CORPORATION
803900000,PATLITE CORPORATION
BC-FF-AC   ,TOPCON CORPORATION
BCFFAC     ,TOPCON CORPORATION
60-2A-54   ,CardioTek B.V.
602A54     ,CardioTek B.V.
1C-3D-E7   ,"Sigma Koki Co.,Ltd."
1C3DE7     ,"Sigma Koki Co.,Ltd."
48-2C-EA   ,Motorola Inc Business Light Radios
482CEA     ,Motorola Inc Business Light Radios
70-E1-39   ,3view Ltd
"7,00000000000000E+140",3view Ltd
AC-61-23   ,"Drivven, Inc."
AC6123     ,"Drivven, Inc."
3C-04-BF   ,"PRAVIS SYSTEMS Co.Ltd.,"
3C04BF     ,"PRAVIS SYSTEMS Co.Ltd.,"
44-3D-21   ,Nuvolt
443D21     ,Nuvolt
74-90-50   ,Renesas Electronics Corporation
749050,Renesas Electronics Corporation
7C-BB-6F   ,"Cosco Electronics Co., Ltd."
7CBB6F     ,"Cosco Electronics Co., Ltd."
D4-66-A8   ,Riedo Networks GmbH
D466A8     ,Riedo Networks GmbH
98-E1-65   ,Accutome
"9,80000000000000E+166",Accutome
EC-66-D1   ,B&W Group LTD
EC66D1     ,B&W Group LTD
38-5F-C3   ,"Yu Jeong System, Co.Ltd"
385FC3     ,"Yu Jeong System, Co.Ltd"
94-85-7A   ,Evantage Industries Corp
94857A     ,Evantage Industries Corp
44-51-DB   ,Raytheon BBN Technologies
4451DB     ,Raytheon BBN Technologies
64-99-5D   ,LGE 
64995D     ,LGE 
58-50-76   ,Linear Equipamentos Eletronicos SA
585076,Linear Equipamentos Eletronicos SA
